ProteinGroup,S03,S05,S07,S11,S08,S14
d1096_a2,9,9,8,19,7,0
c181_a3,12,17,0,8,10,5
d2373_a1,7,10,6,22,7,0
d1294_a1,11,20,2,6,7,6
d1687_a1,20,23,0,9,0,0
d1216_a1,6,5,2,8,9,22
c671_a1,7,4,5,20,8,8
c296_a1,5,8,1,33,5,0
c871_a1,14,20,0,9,9,0
c930_a1,7,9,3,6,16,11
d1689_a1,6,6,9,27,4,0
b81_a4,6,8,1,28,10,0
c547_a4,13,10,1,12,7,10
c131_a5,12,9,4,15,10,3
d1828_a1,15,13,3,5,11,6
d2165_a1,5,14,2,12,5,15
c138_a4,5,7,1,9,8,23
d3184_a1,16,19,0,3,11,4
c417_a1,8,10,0,31,0,4
d2166_a1,7,8,7,21,4,6
c199_a2,9,10,4,8,9,13
d1286_a1,15,19,2,7,10,0
d2629_a1,0,0,0,0,8,45
d1991_a1,8,9,2,23,11,0
d1282_a1,17,23,0,7,6,0
d1822_a1,4,12,4,15,9,9
d1389_a1,12,7,4,6,10,14
c763_a1,6,11,3,5,11,17
c995_a1,6,9,0,22,3,13
d1285_a1,5,11,1,22,4,10
d1478_a1,4,13,6,9,14,7
d2167_a1,14,16,3,11,2,7
d1477_a1,7,13,3,14,7,9
d1385_a1,3,4,6,1,8,31
c445_a3,6,16,1,6,6,19
d1384_a1,8,12,4,22,2,6
b11_a5,9,6,2,16,15,6
b51_a3,10,11,3,17,11,2
d1136_a1,6,11,2,6,11,18
a8_b15,7,9,3,14,14,7
d1673_a3,9,18,2,17,8,0
c761_a1,16,17,0,9,10,2
c865_a1,8,8,1,8,8,21
d1278_a1,17,21,0,5,11,0
b34_a2,6,11,3,13,4,17
c758_a1,9,10,10,13,5,7
d1824_a1,12,13,1,5,5,18
c932_a1,6,10,1,9,9,19
c992_a1,11,16,2,8,8,9
c142_a2,14,14,1,13,7,5
d1388_a1,9,9,2,13,8,13
d1207_a1,7,28,0,8,11,0
d1210_a1,6,11,4,7,5,21
c555_a1,14,18,1,16,5,0
d1693_a1,6,11,5,17,9,6
d1692_a1,5,7,1,20,7,14
d1826_a1,10,14,3,19,3,5
d1993_a1,9,12,3,7,9,14
d1213_a1,8,8,3,21,9,6
c255_a2,12,13,2,14,9,5
c298_a5,9,12,0,13,13,8
d1135_a1,5,9,5,4,20,12
d2170_a1,10,14,2,8,15,6
c801_a1,13,15,2,16,6,3
c554_a1,14,15,5,16,5,0
d1211_a1,11,20,3,11,7,3
d1379_a1,5,9,7,22,6,6
d1688_a1,7,15,2,8,13,10
d1047_a1,21,32,0,2,0,0
d1573_a1,8,12,6,4,10,15
d1825_a1,5,9,3,14,11,13
b25_a6,7,10,3,11,17,8
b25_a9,8,12,2,23,9,2
a1_b77,5,11,4,27,9,0
a1_b42,7,9,3,25,9,3
a8_b12,10,13,2,14,15,2
c985_a1,19,17,0,3,17,0
d1469_a1,7,9,4,19,14,3
c584_a2,14,18,2,7,6,9
c625_a1,12,12,5,16,10,1
c383_a1,7,7,0,39,3,0
c989_a1,6,6,11,16,9,8
d1215_a1,13,14,4,10,9,6
d1375_a1,22,32,0,2,0,0
c836_a2,15,17,3,7,12,2
c622_a1,8,11,6,9,11,11
d2621_a1,6,9,6,17,16,2
d1994_a1,8,9,7,22,10,0
d1684_a1,4,4,4,29,8,7
c869_a1,10,12,3,11,9,11
d1686_a1,8,13,3,9,13,10
d1206_a1,9,13,4,16,5,9
c811_a1,16,13,4,5,6,12
d1284_a1,10,18,6,11,4,7
d1837_a1,9,12,1,15,11,8
d1272_a1,15,20,1,11,10,0
c542_a4,11,14,1,24,4,3
b59_a9,7,10,2,17,6,15
b69_a7,5,5,3,19,13,12
d1817_a1,11,14,1,19,12,0
d1203_a1,11,14,5,8,5,14
b66_a3,10,14,1,13,5,14
d1212_a1,11,15,7,10,10,4
d1198_a1,11,8,3,12,10,13
d2377_a1,7,10,2,11,12,15
d2169_a1,10,13,3,9,10,12
d1131_a1,3,12,1,11,9,21
d1283_a1,9,13,1,9,14,11
d1129_a1,12,13,11,13,6,2
c868_a1,11,21,3,7,8,7
c470_a1,14,12,2,17,12,0
d1054_a1,10,3,5,7,6,26
d1685_a1,6,14,3,21,5,8
a1_b72,8,13,2,17,6,12
a1_b55,14,11,2,11,6,14
c797_a1,14,16,0,18,2,8
d1204_a1,7,13,1,8,6,23
c294_a1,8,9,1,21,3,16
a8_b11,7,11,7,19,6,8
a2_a7,9,9,1,31,5,3
d1205_a1,5,15,4,7,10,17
d1565_a1,7,11,2,21,8,9
d1376_a1,10,16,7,9,14,2
c991_a1,10,11,5,7,12,13
d1133_a1,8,14,7,12,11,6
d1052_a1,6,8,10,11,8,15
c862_a1,15,19,0,9,15,0
d1053_a1,7,12,8,20,8,3
d1387_a1,8,8,7,10,1,24
d1201_a1,7,12,4,7,11,17
d2624_a1,6,27,3,8,2,12
d1128_a1,8,9,1,8,7,25
c983_a1,9,11,3,11,2,22
d2168_a1,16,17,1,20,4,0
d1195_a1,6,14,5,17,14,2
d1566_a1,7,9,0,20,9,13
c856_a1,16,19,1,10,7,6
d1827_a1,7,5,1,37,9,0
c225_a4,13,17,0,10,14,5
d1988_a1,13,16,0,10,18,2
d1819_a2,10,13,3,22,9,2
d1297_a1,10,9,6,8,10,16
d1682_a1,6,9,11,25,8,0
c712_a1,9,10,9,13,18,0
d1287_a1,12,13,2,9,17,6
c867_a1,11,9,1,15,5,18
c926_a1,5,13,5,20,8,8
c395_a2,7,15,1,18,12,6
d2172_a1,8,9,1,2,1,38
d1208_a1,9,20,1,9,10,10
d1820_a1,11,15,6,17,4,6
d1471_a1,8,7,3,18,16,7
d1468_a1,13,17,0,14,14,1
c851_a2,8,14,4,11,16,6
c805_a1,6,13,5,4,7,24
d1045_a1,10,16,6,13,10,4
d2622_a1,11,17,2,21,3,5
d1274_a1,7,14,4,11,15,8
d1199_a1,7,14,4,13,19,2
c979_a1,7,42,0,4,5,1
b20_a9,8,7,3,18,13,11
c800_a1,4,6,6,17,9,18
a1_b82,9,18,5,15,9,4
c384_a1,6,8,1,29,2,14
c708_a1,8,6,10,12,18,6
d2890_a1,11,17,3,16,11,2
c924_a1,5,8,4,17,8,18
d1134_a1,13,14,1,10,5,17
d1568_a1,9,15,2,16,13,5
c469_a1,27,28,0,5,0,0
d1446_a2,14,14,0,12,20,0
d1466_a1,8,9,3,15,9,16
c497_a1,8,8,1,24,6,13
c754_a3,7,9,5,23,2,15
c745_a2,11,19,2,11,10,8
d1281_a1,11,9,6,7,7,21
c798_a1,6,5,5,10,8,27
d1681_a1,9,10,1,28,13,0
d1127_a1,14,15,8,11,11,2
d1051_a1,7,9,3,8,9,25
c624_a1,11,12,4,14,17,3
c209_a1,9,10,1,40,1,0
d1816_a1,7,18,1,18,7,10
c929_a1,12,9,2,9,12,17
d1196_a1,15,29,0,5,8,4
d1043_a1,6,15,6,10,13,11
d1378_a1,9,17,2,16,7,10
c710_a1,10,11,10,13,9,8
c826_a2,11,10,2,8,5,25
c113_a2,4,9,3,23,7,15
d1473_a1,12,13,9,7,6,14
d1373_a1,10,16,5,13,10,7
c923_a1,16,25,2,8,3,7
c715_a1,6,9,2,16,10,18
d1050_a1,9,15,3,15,7,12
c799_a1,15,14,8,23,2,0
d1567_a1,7,7,5,13,12,18
d1989_a1,9,14,6,14,11,8
c552_a1,14,9,4,22,1,12
c623_a1,9,9,9,17,15,3
b85_a2,8,16,1,29,8,0
d1200_a1,13,10,1,7,12,19
c293_a1,5,6,4,43,4,0
d1380_a1,19,28,0,9,6,0
c861_a1,5,7,7,12,9,22
d1467_a1,14,14,1,12,7,14
c533_a2,11,11,3,7,14,16
d2371_a1,7,8,5,28,8,6
c906_a2,11,10,2,10,18,12
d2164_a1,15,27,0,12,9,0
b11_a6,10,7,3,30,11,2
c294_a4,8,10,0,33,6,6
c669_a1,9,22,4,10,2,16
c496_a1,8,11,2,22,5,15
d1821_a1,11,13,5,6,17,11
c919_a1,7,17,3,18,8,10
c621_a1,12,10,6,17,6,12
d1124_a1,8,7,2,18,9,19
d1986_a1,8,19,5,17,10,4
c982_a1,16,18,0,15,14,0
d1985_a1,4,5,7,29,16,2
c757_a1,10,11,9,17,14,2
c619_a1,7,14,3,22,4,13
d1202_a1,6,13,4,3,7,30
d1470_a1,7,23,0,26,5,3
d1818_a1,11,10,9,14,20,0
d1049_a1,11,16,4,7,5,21
c131_a4,16,30,0,6,6,6
c223_a2,11,12,2,23,7,9
b11_a8,11,12,2,19,10,10
c237_a3,9,17,3,9,13,13
c321_a2,9,11,2,24,17,1
d1192_a1,13,9,2,20,11,9
d1564_a1,9,12,5,12,14,12
c318_a2,7,14,4,15,15,9
d1472_a1,13,16,6,8,13,8
d1273_a1,9,9,6,16,14,10
c863_a1,11,15,4,12,5,17
c673_a1,10,13,5,12,8,17
d3182_a1,15,23,1,4,0,22
d1383_a1,5,14,4,10,11,21
d1194_a1,9,18,3,15,12,8
d1680_a1,11,10,4,22,11,7
c859_a1,10,12,10,12,15,6
c721_a3,26,30,1,4,4,0
d1123_a1,8,14,6,7,17,13
c553_a1,10,11,0,13,8,23
d1121_a1,8,15,8,20,14,0
c716_a1,8,10,3,16,1,27
c670_a1,11,10,3,14,7,20
c441_a1,10,20,0,16,7,12
c416_a1,12,17,9,13,4,11
d1108_a2,18,26,2,10,10,0
b20_b11,14,20,8,13,5,6
a1_b45,9,14,1,13,10,19
a1_b34,11,14,3,31,7,0
d1126_a1,9,7,3,19,16,12
c320_a1,27,30,0,9,0,0
c760_a1,6,18,4,13,12,13
a8_b13,9,8,1,19,11,18
d2625_a1,15,28,0,15,8,0
c759_a1,10,22,3,6,3,22
d1125_a1,5,7,4,21,12,17
d1374_a1,10,13,3,18,12,10
d1990_a1,15,10,6,18,11,6
c795_a1,11,13,7,10,14,11
c854_a1,22,21,0,5,16,2
c914_a2,11,14,1,10,14,16
c620_a1,12,17,0,17,1,19
d1279_a1,9,12,4,19,7,15
c921_a1,12,16,6,21,11,0
d1130_a1,13,15,6,9,8,15
d1465_a1,17,29,0,8,12,0
c586_a1,15,24,6,16,5,0
d1116_a1,8,12,6,21,14,6
c587_a1,14,12,2,23,7,9
c925_a1,5,4,6,11,10,31
d1044_a1,6,13,2,20,6,20
c668_a1,8,8,2,24,11,14
d1132_a1,10,18,9,11,12,7
c753_a1,8,14,3,13,9,20
c280_a4,10,14,5,28,9,2
c980_a1,10,13,2,33,10,0
c857_a1,14,35,0,9,8,2
d1987_a1,15,19,8,15,9,2
d2163_a1,13,17,3,16,5,14
d1118_a1,8,20,7,7,12,14
d1460_a1,17,24,1,12,12,2
d1036_a1,7,12,8,21,10,10
d1280_a1,10,13,6,12,16,11
d1377_a1,13,12,5,13,13,12
d2891_a1,13,13,1,17,8,16
c858_a1,12,22,3,14,16,2
c750_a1,6,17,1,10,12,23
c131_a3,7,24,5,12,8,13
d1360_a2,7,7,6,21,10,18
b66_a2,20,35,0,7,7,0
d1197_a1,7,15,5,13,19,10
d1122_a1,15,23,4,3,5,19
d1683_a1,13,23,1,16,3,13
c361_a1,5,11,3,14,8,28
c245_a1,13,14,2,35,1,4
c583_a1,11,18,1,12,18,9
c922_a1,6,18,4,10,15,16
d1678_a1,4,25,7,12,12,9
a1_b40,9,3,3,31,3,21
d1117_a1,3,21,8,15,8,15
d3183_a1,11,21,7,19,2,10
c434_a3,9,14,5,16,11,15
c866_a1,9,6,3,14,8,30
c793_a1,18,28,0,6,18,0
d1372_a1,15,19,9,12,1,14
d1037_a1,19,22,0,8,18,3
c796_a1,8,15,9,20,10,8
c843_a3,13,14,3,15,13,12
c524_a1,11,17,4,14,9,15
d1983_a1,15,13,6,29,4,3
c928_a1,10,14,3,10,13,20
c707_a1,8,19,5,13,9,16
c711_a1,10,15,7,12,8,18
d1046_a1,8,15,8,9,15,15
c344_a1,12,18,2,32,4,2
c754_a1,9,9,3,14,16,20
c333_a2,19,31,0,10,11,0
c585_a1,17,18,4,17,7,8
c447_a2,12,16,7,10,13,13
c181_a2,17,30,0,10,10,4
c978_a1,7,13,8,18,11,14
c665_a1,10,10,1,19,6,25
d1371_a1,14,19,2,22,5,9
c959_a2,7,10,1,9,17,27
d1275_a1,9,12,6,9,15,20
d1677_a1,13,12,4,25,11,6
d1563_a1,11,14,2,15,2,27
c920_a1,5,11,4,11,14,26
d1039_a1,19,26,2,11,3,10
c148_a1,11,13,3,41,3,0
d1562_a1,8,14,7,11,11,20
d1270_a1,12,15,2,29,10,4
c237_a5,10,17,1,4,22,18
c171_a3,6,12,2,19,9,24
d1667_a2,15,15,4,22,16,0
c794_a1,13,19,5,8,16,11
d1188_a1,21,15,0,15,16,5
d1984_a1,11,12,5,12,22,10
d1676_a1,11,11,11,18,15,6
c440_a1,23,28,0,5,14,2
c522_a1,12,20,0,28,12,1
d1011_a3,8,11,6,40,6,2
c319_a1,23,36,0,14,0,0
c964_a2,15,26,5,8,7,12
c241_a2,10,13,2,13,11,24
c617_a1,20,34,0,10,7,2
c617_a4,14,18,7,19,9,6
c584_a1,14,17,2,17,11,12
d1367_a1,18,32,0,7,14,2
d2162_a1,14,17,5,22,8,7
c756_a1,7,13,5,12,5,31
c976_a1,31,20,0,3,18,1
c709_a1,12,19,6,17,3,16
d1465_a2,13,20,4,20,16,0
c927_a1,8,14,0,32,19,0
d1276_a1,12,18,5,18,12,8
d1459_a1,4,22,1,20,20,6
c752_a1,6,12,6,15,11,23
d1559_a1,17,18,2,3,12,21
c523_a1,10,13,6,15,14,16
d1041_a1,24,26,1,10,7,6
c664_a1,4,9,7,22,15,17
d1115_a1,22,29,0,10,7,6
d1193_a1,10,13,1,15,15,20
d1560_a1,18,19,2,13,14,8
c843_a2,22,22,0,8,16,6
d2159_a1,8,12,4,23,16,11
c853_a1,25,27,0,5,17,0
d1191_a1,24,18,2,16,11,4
b74_a3,17,22,0,14,22,0
c636_a3,13,12,6,8,12,24
c751_a1,11,18,2,26,6,12
c703_a1,12,12,1,14,23,13
c666_a1,21,21,3,16,9,5
c519_a2,14,19,3,13,12,14
c276_a1,13,14,0,36,7,5
c536_a3,5,8,5,30,17,10
c755_a1,12,15,4,21,3,20
c792_a1,13,21,5,15,3,18
d2889_a1,18,40,0,12,5,0
c468_a1,10,19,4,5,16,21
d1814_a1,11,18,4,16,9,17
c187_a2,16,20,2,26,6,6
b73_a2,9,11,3,19,17,17
d1107_a1,25,34,0,10,7,0
c731_a2,14,21,4,9,13,15
d1425_a2,16,12,6,21,14,7
d1038_a1,18,24,0,10,18,6
d1112_a1,19,14,7,22,10,4
d1462_a1,19,17,4,14,8,14
a1_b41,9,12,6,30,9,11
c924_a2,6,14,3,29,12,13
c551_a1,12,14,1,31,8,11
c977_a1,14,27,7,10,3,16
d1812_a1,19,28,3,12,6,9
c855_a1,13,16,0,30,7,11
d1268_a1,15,22,12,12,10,6
d1675_a1,13,21,1,19,17,6
d2620_a1,15,23,1,16,16,6
c414_a1,8,17,4,23,10,15
d2160_a1,9,12,7,27,16,6
a1_b58,13,20,6,20,11,8
d1269_a1,7,15,8,22,10,16
c618_a1,30,35,0,5,8,0
c702_a1,18,13,8,14,9,16
c743_a1,15,26,5,13,9,10
d1119_a1,11,18,3,19,6,21
d1813_a1,12,14,6,25,18,3
d2887_a1,8,17,2,42,6,3
d1992_a1,9,16,7,24,11,11
d1114_a1,20,20,6,11,5,16
d1370_a1,13,13,6,30,12,4
d1120_a1,18,28,0,6,15,11
c464_a1,15,20,4,15,9,16
c280_a3,21,29,1,18,10,0
b59_a5,22,27,0,11,15,4
b59_b10,11,19,3,18,17,11
d1030_a1,21,24,6,13,4,11
a8_b10,15,19,1,20,20,4
c820_a2,11,23,9,23,9,4
d1558_a1,28,41,0,3,3,4
d1037_a2,16,24,3,14,17,5
c467_a1,22,16,2,17,10,12
d2370_a1,9,9,3,43,9,6
c835_a2,24,28,1,7,15,4
c667_a1,5,5,3,34,7,25
b24_a5,16,39,0,7,16,2
d1011_a2,18,13,3,27,17,2
d1040_a1,13,18,4,12,12,21
d1556_a1,15,26,7,22,6,4
d1464_a1,23,34,1,7,14,1
c606_a2,15,17,6,13,15,14
d1271_a1,4,4,6,13,27,26
d2619_a1,10,19,8,23,16,4
c230_a1,11,10,3,39,7,10
d1368_a1,13,36,1,23,7,0
c851_a1,19,23,0,13,23,2
d1035_a1,24,30,0,6,20,0
d1811_a1,21,32,2,5,18,2
d1042_a1,18,19,3,9,9,22
a1_b38,6,16,0,33,7,19
c582_a1,17,31,2,13,13,5
c408_a2,25,38,0,4,11,3
c237_a4,17,23,2,10,21,8
d1673_a1,10,22,4,31,12,2
d1190_a1,13,14,5,16,15,18
d1461_a1,13,18,9,16,7,18
c981_a1,11,15,2,12,9,32
c661_a1,12,12,25,20,12,0
c975_a1,11,16,4,18,16,16
c360_a1,16,14,6,26,6,13
d1189_a1,7,17,4,28,25,0
d1266_a1,12,19,6,19,9,16
c704_a1,7,17,4,13,10,30
a1_b51,12,15,10,26,13,6
c888_a4,18,21,5,27,11,0
c487_a2,10,24,1,16,15,16
c918_a1,11,20,6,7,20,18
c134_a1,10,10,1,48,7,6
c747_a1,13,26,5,11,9,18
c850_a1,14,19,3,10,19,17
b71_a2,23,28,0,12,15,5
c847_a1,7,9,7,24,13,23
b69_a4,11,10,7,36,9,10
c576_a1,17,39,0,6,19,2
c520_a1,25,43,0,6,9,0
d2158_a1,15,32,2,19,13,2
c495_a1,25,36,0,8,14,0
c701_a1,10,14,1,28,6,24
d1113_a1,11,15,4,12,12,29
b20_a8,21,30,1,17,15,0
c521_a1,10,13,3,12,15,31
c915_a1,11,21,8,19,5,20
c629_a3,9,9,4,37,7,18
c465_a1,11,20,2,20,10,21
c415_a1,11,17,4,27,9,16
d1110_a1,14,28,3,11,21,7
c127_a1,18,16,1,46,3,0
c581_a1,15,11,6,17,17,18
c748_a1,10,23,4,12,17,18
d1455_a1,24,24,13,16,7,0
c577_a1,8,9,7,20,25,16
c849_a1,18,33,0,9,25,0
d1672_a1,16,39,1,7,6,16
c771_a2,12,32,3,8,21,9
c705_a1,13,18,6,10,15,23
d1463_a1,14,16,10,19,23,3
c917_a1,7,16,8,16,12,26
d1267_a1,14,19,8,16,16,12
c706_a1,14,23,6,25,4,13
c749_a1,14,20,0,14,8,29
d1815_a1,16,12,4,39,2,12
c972_a1,8,10,8,28,15,16
d1277_a1,19,19,4,8,7,28
c550_a1,13,11,5,14,3,40
d1032_a1,15,16,1,39,15,0
c346_a2,12,22,3,15,16,18
c791_a1,7,9,6,44,8,12
d1186_a1,7,9,7,40,14,9
c974_a1,17,12,11,11,34,1
c466_a1,11,17,9,8,15,26
c909_a1,22,22,9,8,13,12
c579_a1,11,32,3,16,11,13
c615_a1,12,24,2,10,22,16
c745_a1,21,39,0,10,16,1
a8_a9,11,15,3,26,15,17
c537_a4,10,24,7,31,14,1
c840_a1,20,51,0,8,6,2
c913_a1,19,32,1,18,5,12
c660_a1,36,46,1,4,0,0
d1369_a1,15,18,8,19,12,15
c438_a1,4,10,7,15,15,36
c298_a6,15,16,3,33,3,18
c724_a2,22,29,9,22,6,0
b15_a3,5,5,7,51,3,17
c844_a1,13,23,4,17,23,8
c494_a1,27,37,0,13,11,0
c614_a1,18,30,1,20,12,7
c969_a1,7,8,5,48,17,3
c845_a1,8,18,6,22,14,20
a1_b39,12,9,3,39,10,16
d1810_a1,18,12,6,34,19,0
c663_a1,13,18,11,26,20,1
c635_a2,14,21,3,29,16,6
c585_a2,17,17,12,22,14,7
d1364_a1,23,27,0,14,24,1
c240_a2,22,28,2,24,13,0
c852_a1,9,16,5,16,12,31
d1031_a1,16,24,2,32,9,6
c244_a1,9,12,5,29,5,29
a1_b35,11,16,3,42,13,5
a1_b37,5,14,3,38,10,20
b74_a2,13,20,1,34,17,5
c578_a1,24,28,0,17,17,4
c971_a1,8,14,4,22,15,27
b62_a3,13,21,11,27,16,2
c744_a1,6,20,4,27,24,9
d1185_a1,33,32,0,8,14,3
d1105_a1,14,21,3,21,11,20
d1184_a1,22,26,1,22,19,0
d1979_a1,19,32,2,7,2,29
b81_a2,16,26,2,32,15,0
d1109_a1,13,13,6,16,18,25
d1980_a1,15,25,4,23,22,2
d1265_a1,6,11,4,15,16,39
c612_a1,12,22,3,10,15,29
d2157_a1,15,20,6,17,24,9
c575_a1,10,9,6,30,9,27
d1982_a1,11,14,6,19,16,25
d1366_a1,17,21,4,36,12,1
c218_a1,5,11,5,44,10,16
c700_a1,14,17,8,15,21,16
c493_a1,16,20,10,22,9,14
a1_b81,19,32,4,10,18,9
c588_a2,16,24,6,17,8,21
c970_a1,10,17,8,16,14,27
c519_a1,15,35,1,14,27,0
c461_a1,22,32,0,13,25,0
d1264_a1,15,16,3,33,11,14
d2888_a1,10,12,3,31,7,29
d1187_a1,15,21,7,21,12,16
d1108_a1,8,29,3,26,24,3
c139_a5,39,47,0,7,0,0
c447_a3,25,32,2,14,20,0
c662_a1,18,34,7,17,12,5
c658_a1,23,25,2,29,12,2
d1809_a1,10,15,6,37,8,17
c343_a1,11,18,6,39,8,11
d1458_a1,9,13,10,14,13,34
d1978_a1,8,10,3,49,19,4
c123_a6,16,24,3,13,26,12
c916_a1,10,23,7,16,9,29
d1183_a1,13,19,5,27,7,23
c787_a1,8,16,9,41,12,8
c616_a1,10,11,12,23,12,26
c973_a1,12,15,11,11,16,29
c580_a1,14,17,3,18,13,29
c910_a1,16,22,9,18,11,18
d1457_a1,15,24,6,21,4,24
c202_a1,14,28,7,33,12,0
c786_a1,17,18,4,32,14,9
c462_a1,19,23,7,32,14,0
c123_a8,18,23,7,14,20,13
c272_a2,11,10,13,24,18,19
c537_a5,14,25,1,32,21,2
c699_a1,12,19,3,14,12,35
c413_a1,11,18,6,8,17,35
c914_a1,14,18,4,23,12,24
c435_a1,13,26,11,24,19,2
d1557_a1,11,18,6,38,12,10
c659_a1,27,29,6,7,19,7
c229_a2,15,15,5,15,17,28
d1034_a1,21,31,3,14,7,19
d1025_a1,17,24,2,34,7,11
d1674_a1,17,14,11,24,23,6
c790_a1,13,13,7,12,18,32
d1028_a1,13,15,3,14,10,40
c434_a1,28,34,0,11,23,0
a2_a6,13,11,3,49,20,0
b90_a4,18,21,5,12,5,35
c548_a1,16,17,6,31,15,11
c460_a1,20,36,1,20,7,12
c746_a2,13,19,7,28,26,3
c613_a2,11,19,3,12,24,27
c911_a1,20,25,11,15,9,16
d1106_a1,20,32,4,17,13,10
d1981_a1,47,28,2,8,2,9
c900_a2,4,28,10,37,15,2
c738_a1,13,12,4,40,15,12
d1365_a1,16,23,2,12,12,32
c443_a2,13,16,7,18,9,34
c907_a1,17,27,6,15,14,18
c848_a1,16,35,1,15,17,13
c176_a2,17,25,5,20,19,11
c742_a1,16,19,3,23,14,22
c439_a1,18,20,3,9,13,34
a1_b54,18,35,4,18,19,4
c560_a2,29,36,0,14,9,10
c762_a2,17,13,0,47,19,2
c836_a1,25,36,3,14,14,6
d1263_a1,28,48,1,12,9,0
c459_a1,22,43,0,13,20,0
c275_a1,14,19,3,19,14,29
c242_a2,14,21,6,26,14,18
a1_b28,11,19,2,42,7,18
c279_a4,17,22,3,16,21,20
d1977_a1,7,27,10,32,23,0
c785_a1,14,11,0,20,20,34
c843_a1,15,19,7,25,19,14
d1033_a1,16,12,14,32,14,11
d1553_a1,13,28,9,20,9,20
c968_a1,17,26,5,16,24,11
d1456_a1,35,30,2,6,10,16
d1454_a1,12,25,1,32,18,11
c574_a1,9,26,8,21,25,10
b25_a7,23,26,6,34,7,4
b35_a6,23,34,0,26,15,2
c436_a1,8,13,8,22,17,32
c789_a1,7,13,2,16,10,52
d1181_a1,1,3,9,63,12,12
c697_a1,17,24,4,14,30,11
c412_a1,11,18,7,13,20,31
c573_a1,11,19,10,36,15,9
d1027_a1,18,24,5,33,10,10
c382_a1,16,19,2,37,3,23
d2156_a1,29,31,7,16,9,8
b24_a4,28,25,2,14,25,7
c741_a1,24,23,8,16,22,8
a1_b30,12,18,6,41,5,19
c846_a1,18,26,12,17,0,28
c549_a1,18,25,4,18,12,25
d1671_a1,26,26,6,24,14,6
d2886_a1,17,26,6,34,13,6
c746_a1,13,25,5,23,9,27
d1182_a1,35,31,2,12,20,2
d1022_a1,25,44,1,6,26,0
d1451_a1,11,30,12,26,12,12
c433_a2,21,28,6,23,11,14
d1021_a1,20,26,16,17,13,11
c784_a1,22,14,9,19,5,34
c342_a1,16,24,1,18,17,27
c437_a1,12,23,8,28,11,21
c908_a1,15,24,4,9,22,29
c541_a2,14,25,5,42,11,7
d1029_a1,13,15,12,2,24,38
d2161_a1,20,45,1,23,11,4
c966_a1,21,25,7,18,10,23
d1104_a1,17,20,8,15,19,25
c292_a1,35,44,0,8,17,0
c967_a1,9,15,11,26,30,13
d1555_a1,25,29,6,14,16,14
c698_a1,18,28,4,18,14,22
c841_a1,13,22,6,12,11,40
d1363_a1,27,19,10,23,15,11
c546_a1,15,27,9,24,5,25
d1453_a1,12,21,10,37,22,3
c842_a1,12,20,4,27,20,22
d1554_a1,16,26,1,24,30,8
c359_a1,14,15,5,56,5,10
c838_a1,30,44,0,9,21,1
c155_a2,20,24,9,28,12,13
c463_a1,21,21,8,17,22,17
c734_a3,16,18,9,29,22,12
c740_a1,19,27,6,13,15,26
c898_a2,19,32,3,30,22,0
d1552_a1,15,18,8,37,25,3
d1452_a1,14,21,8,46,16,2
c950_a2,22,20,12,40,11,2
c783_a1,36,34,1,15,16,5
c257_a1,18,16,8,29,12,24
d1103_a1,15,30,7,31,15,10
d1023_a1,9,16,12,36,16,19
c912_a1,9,19,10,24,17,29
c611_a1,21,21,3,31,16,16
c788_a1,22,19,5,18,7,38
d2155_a1,19,25,2,19,33,11
d1549_a1,23,38,0,28,18,2
c483_a2,16,26,10,21,26,10
c961_a1,23,27,6,30,12,11
d1668_a1,20,26,14,34,15,0
c208_a1,17,30,4,35,23,0
c411_a1,16,19,10,21,10,33
c274_a1,20,9,5,30,22,23
b35_a4,21,32,6,27,10,14
c636_a2,15,17,5,19,23,31
c964_a1,18,13,16,25,21,17
c490_a1,19,32,8,18,17,16
d1808_a1,24,15,6,45,0,20
c610_a1,20,39,6,25,12,8
d1017_a2,12,21,10,36,18,14
c339_a1,21,31,7,19,10,23
c510_a2,27,35,4,35,10,0
d1111_a1,25,30,0,52,0,4
d1361_a1,20,21,8,34,15,13
c273_a1,11,22,7,19,23,29
c475_a2,27,32,3,27,17,6
a1_b63,12,29,7,46,18,0
c955_a2,23,33,4,35,17,0
b11_a3,32,25,2,36,15,2
c888_a3,21,29,6,40,16,0
d1026_a1,29,24,8,16,12,23
c965_a1,14,29,9,12,16,32
d3181_a1,24,37,3,22,18,8
c547_a1,16,19,6,32,17,23
c815_a3,20,23,6,45,17,2
c839_a1,18,32,8,21,4,30
d1976_a1,12,33,6,31,27,4
d1669_a1,20,29,3,24,14,23
c832_a1,22,22,3,32,15,19
d1550_a1,10,14,6,38,32,13
c693_a1,41,39,1,14,13,5
c960_a1,31,53,0,18,9,2
c123_a5,20,28,7,18,19,22
a6_a5,17,28,3,39,13,14
c434_a2,24,30,4,20,18,18
c318_a1,17,19,3,20,24,31
c959_a1,21,47,2,17,18,9
c613_a1,16,23,5,15,26,29
c116_a1,13,17,2,61,9,12
c739_a1,15,36,9,9,18,27
c449_a6,30,36,4,25,14,6
b65_a2,13,16,6,31,26,23
c950_a3,24,32,5,47,7,0
d1362_a1,15,23,7,24,25,21
a1_b36,21,27,2,35,28,3
c596_a3,13,15,14,58,12,4
a8_b17,33,53,1,18,2,9
c695_a1,20,26,14,17,16,23
c458_a1,13,41,4,25,19,14
d1448_a1,14,30,10,40,22,0
c307_a2,17,21,6,14,22,36
c203_a2,26,31,3,18,16,22
