Percent subgroups	3_GP_06_08_10_	4_GP_06_08_09_10_	2_GP_06_09_	2_GP_06_08_	1_GP_09_	1_GP_08_	2_GP_08_10_	3_GP_06_09_10_	2_GP_06_10_	3_GP_06_08_09_	1_GP_06_	2_GP_08_09_	1_GP_10_	3_GP_08_09_10_	2_GP_09_10_	OnePepPercent
0.040654364866838696	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.0404596134183748	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.040313549832026875	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.04016748624567895	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.040070110521447	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.039972734797215054	0	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03982667121086713	0	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03953454403817128	0	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03909635327912751	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03885291396854764	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03875553824431569	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03865816252008374	0	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.038463411071619845	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.038366035347387896	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03821997176103997	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.038025220312576075	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03768440527776425	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.037587029553532304	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03729490238083646	0	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03710015093237256	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03690539948390866	0	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.036613272311212815	0	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03641852086274892	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03622376941428502	0	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.035980330103705147	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.035736890793125274	0	734	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03539607575831345	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.035201324309849555	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03495788499926968	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03481182141292176	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03451969424022591	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.034324942791762014	0	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03408150348118214	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03398412775695019	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.033886752032718244	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03374068844637032	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03349724913579045	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03330249768732655	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03315643410097863	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03305905837674668	0	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.032815619066166805	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.03252349189347096	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
